Season,Year,EditionCountry,AthleteId,Discipline,DisciplineCode,Event,EventBase,EventTeam,Athlete,Country,Result,Medal,Sex,CountryLatitude,CountryLongitude
Summer,1908,GBR,1074,Fencing,FEN,"Épée, Team",Épée,Team,François Rom,BEL,,BRONZE,,50.8333,4.0000
Summer,1908,GBR,1075,Fencing,FEN,"Épée, Team",Épée,Team,Paul Anspach,BEL,,BRONZE,,50.8333,4.0000
Summer,1908,GBR,1076,Fencing,FEN,"Épée, Team",Épée,Team,Désiré Beaurain,BEL,,BRONZE,,50.8333,4.0000
Summer,1908,GBR,1077,Fencing,FEN,"Épée, Team",Épée,Team,Fernand Bosmans,BEL,,BRONZE,,50.8333,4.0000
Summer,1908,GBR,750,Fencing,FEN,"Épée, Team",Épée,Team,Fernand de Montigny,BEL,,BRONZE,,50.8333,4.0000
Summer,1908,GBR,1078,Fencing,FEN,"Épée, Team",Épée,Team,Ferdinand Feyerick,BEL,,BRONZE,,50.8333,4.0000
Summer,1908,GBR,1079,Fencing,FEN,"Épée, Team",Épée,Team,Victor Willems,BEL,,BRONZE,,50.8333,4.0000
Summer,1908,GBR,1080,Fencing,FEN,"Sabre, Individual",Sabre,Individual,Jenõ Fuchs,HUN,,GOLD,,47.0000,20.0000
Summer,1908,GBR,1081,Fencing,FEN,"Sabre, Individual",Sabre,Individual,Béla Zulavszky,HUN,,SILVER,,47.0000,20.0000
Summer,1908,GBR,1082,Fencing,FEN,"Sabre, Individual",Sabre,Individual,Vilém Goppold von Lobsdorf,BOH,,BRONZE,,0,0
Summer,1908,GBR,1080,Fencing,FEN,"Sabre, Team",Sabre,Team,Jenõ Fuchs,HUN,,GOLD,,47.0000,20.0000
Summer,1908,GBR,1083,Fencing,FEN,"Sabre, Team",Sabre,Team,Oszkár Gerde,HUN,,GOLD,,47.0000,20.0000
Summer,1908,GBR,1084,Fencing,FEN,"Sabre, Team",Sabre,Team,Dezsõ Földes,HUN,,GOLD,,47.0000,20.0000
Summer,1908,GBR,1085,Fencing,FEN,"Sabre, Team",Sabre,Team,Lajos Werkner,HUN,,GOLD,,47.0000,20.0000
Summer,1908,GBR,767,Fencing,FEN,"Sabre, Team",Sabre,Team,Péter Tóth,HUN,,GOLD,,47.0000,20.0000
Summer,1908,GBR,1086,Fencing,FEN,"Sabre, Team",Sabre,Team,Alessandro Pirzio-Biroli,KIT,,SILVER,,0,0
Summer,1908,GBR,1087,Fencing,FEN,"Sabre, Team",Sabre,Team,Riccardo Nowak,KIT,,SILVER,,0,0
Summer,1908,GBR,1088,Fencing,FEN,"Sabre, Team",Sabre,Team,Abelardo Olivier,KIT,,SILVER,,0,0
Summer,1908,GBR,1089,Fencing,FEN,"Sabre, Team",Sabre,Team,Santi Ceccherini,KIT,,SILVER,,0,0
Summer,1908,GBR,1090,Fencing,FEN,"Sabre, Team",Sabre,Team,Marcello Bertinetti,KIT,,SILVER,,0,0
Summer,1908,GBR,1082,Fencing,FEN,"Sabre, Team",Sabre,Team,Vilém Goppold von Lobsdorf,BOH,,BRONZE,,0,0
Summer,1908,GBR,1091,Fencing,FEN,"Sabre, Team",Sabre,Team,Otakar Lada,BOH,,BRONZE,,0,0
Summer,1908,GBR,1092,Fencing,FEN,"Sabre, Team",Sabre,Team,Vlastimil Lada-Sázavsky,BOH,,BRONZE,,0,0
Summer,1908,GBR,1093,Fencing,FEN,"Sabre, Team",Sabre,Team,Bedrich Schejbal,BOH,,BRONZE,,0,0
Summer,1908,GBR,1094,Fencing,FEN,"Sabre, Team",Sabre,Team,Jaroslav Tucek,BOH,,BRONZE,,0,0
Summer,1908,GBR,1095,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Gösta Åsbrink,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1096,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Carl Bertilsson,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1097,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Hjalmar Cedercrona,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1098,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Andreas Cervin,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1099,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Rudolf Degermark,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1100,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Carl Wilhelm Folcker,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1101,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Sven Forssman,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1102,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Erik Granfelt,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1103,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Carl Hårleman,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1104,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Nils Hellsten,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1105,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Gunnar Höjer,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1106,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Arvid Holmberg,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1107,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Carl Holmberg,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1108,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Osvald Holmberg,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1109,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Hugo Jahnke,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1110,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,John Jarlén,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1111,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Gustaf Johnsson,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1112,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Rolf Johnsson,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1113,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Sven Landberg,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1114,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Olle Lanner,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1115,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Axel Ljung,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1116,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Carl Martin Norberg,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1117,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Erik Norberg,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1118,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Thor Norberg,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1119,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Axel Norling,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1120,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Daniel Norling,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1121,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Osvald Moberg,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1122,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Gösta Olson,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1123,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Leonard Peterson,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1124,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Gösta Rosenqvist,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1125,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Sven Rosén,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1126,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Axel Sjöblom,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1127,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Birger Sörvik,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1128,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Haakon Sörvik,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1129,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Karl-Johan Svensson,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1130,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Gustaf Vinqvist,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1131,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Nils von Kantzow,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1132,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Nils Widforss,SWE,438,GOLD,,62.0000,15.0000
Summer,1908,GBR,1133,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Andreas Strand,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1134,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Thomas Torstensen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1135,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Olaf Syvertsen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1136,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,John Skrataas,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1137,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Harald Smedvik,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,783,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Carl Alfred Pedersen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1138,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Paul Andreas Pedersen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1139,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Sigvard Sivertsen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1140,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Anders Moen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,782,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Frithjof Olsen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1141,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Nicolai Kiær,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1142,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Carl Klæth,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1143,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Thor Larsen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1144,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Rolf Lefdahl,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1145,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Hans Lem,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1146,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Sverre Grøner,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,776,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Harald Halvorsen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1147,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Harald Hansen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,779,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Mathias Jespersen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1148,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Sigge Johannessen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,777,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Petter Hol,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,778,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Eugen Ingebretsen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1149,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Ole Iversen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,769,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Oskar Bye,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,770,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Conrad Carlsrud,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1150,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Hermann Bohne,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1151,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Trygve Boyesen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1152,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Otto Authén,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1153,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Arthur Amundsen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,768,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Flisa Andersen,NOR,425,SILVER,,62.0000,10.0000
Summer,1908,GBR,1154,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Otto Granström,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1155,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Eino Forsström,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1156,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Johan Kemp,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1157,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,John Lindroth,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1158,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Yrjö Linko,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1159,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Edvard Linna,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1160,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Heikki Lehmusto,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1161,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Iivari Kyykoski,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1162,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Matti Markkanen,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1163,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Källe Mikkolainen,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1164,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Heikki Nieminen,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1165,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Källe Paasia,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1166,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Arvi Pohjanpää,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1167,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Aarne Pohjonen,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1168,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Eino Railio,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1169,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Åke Riipinen,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1170,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Elis Sipilä,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1171,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Arno Saarinen,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1172,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Einar Sahlstein,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1173,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Aarne Salovaara,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1174,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Karl Sandelin,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1175,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Kaarlo Soinio,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1176,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Viktor Smeds,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1177,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Väinö Tiiri,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1178,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Kurt Stenberg,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,1179,Gymnastics,GYM,Team Combined Exercises,Team Combined Exercises,Team,Karl Wegelius,FIN,405,BRONZE,,64.0000,26.0000
Summer,1908,GBR,817,Gymnastics,GYM,"All-around, Individual Men","All-around, Individual Men",,Alberto Braglia,KIT,317,GOLD,Man,0,0
Summer,1908,GBR,1180,Gymnastics,GYM,"All-around, Individual Men","All-around, Individual Men",,Walter Tysal,GBR,312,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1181,Gymnastics,GYM,"All-around, Individual Men","All-around, Individual Men",,Louis Ségura,FRA,297,BRONZE,Man,46.0000,2.0000
Summer,1908,GBR,1182,Lacrosse,LAC,Lacrosse,Lacrosse,,Doc Campbell,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1183,Lacrosse,LAC,Lacrosse,Lacrosse,,Angus Dillon,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1184,Lacrosse,LAC,Lacrosse,Lacrosse,,Frank Dixon,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1185,Lacrosse,LAC,Lacrosse,Lacrosse,,Richard Duckett,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1186,Lacrosse,LAC,Lacrosse,Lacrosse,,Paddy Brennan,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1187,Lacrosse,LAC,Lacrosse,Lacrosse,,John Broderick,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1188,Lacrosse,LAC,Lacrosse,Lacrosse,,Thomas Gorman,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1189,Lacrosse,LAC,Lacrosse,Lacrosse,,Ernest Hamilton,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1190,Lacrosse,LAC,Lacrosse,Lacrosse,,Henny Hoobin,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1191,Lacrosse,LAC,Lacrosse,Lacrosse,,Clary McKerrow,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1192,Lacrosse,LAC,Lacrosse,Lacrosse,,George Rennie,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1193,Lacrosse,LAC,Lacrosse,Lacrosse,,Alex Turnbull,CAN,,GOLD,,60.0000,-95.0000
Summer,1908,GBR,1194,Lacrosse,LAC,Lacrosse,Lacrosse,,Norman Whitley,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1195,Lacrosse,LAC,Lacrosse,Lacrosse,,Gustav Alexander,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1196,Lacrosse,LAC,Lacrosse,Lacrosse,,Charles Scott,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1197,Lacrosse,LAC,Lacrosse,Lacrosse,,J Parker-Smith,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1198,Lacrosse,LAC,Lacrosse,Lacrosse,,H W Ramsey,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1199,Lacrosse,LAC,Lacrosse,Lacrosse,,Wilfrid Johnson,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1200,Lacrosse,LAC,Lacrosse,Lacrosse,,Edward Jones,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1201,Lacrosse,LAC,Lacrosse,Lacrosse,,R G W Martin,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1202,Lacrosse,LAC,Lacrosse,Lacrosse,,G Mason,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1203,Lacrosse,LAC,Lacrosse,Lacrosse,,S N Hayes,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1204,Lacrosse,LAC,Lacrosse,Lacrosse,,George Buckland,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1205,Lacrosse,LAC,Lacrosse,Lacrosse,,E O Dutton,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1206,Polo,POL,Polo,Polo,,Charles Miller,GBR,,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1207,Polo,POL,Polo,Polo,,George Miller,GBR,,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1208,Polo,POL,Polo,Polo,,Patteson Nickalls,GBR,,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1209,Polo,POL,Polo,Polo,,Herbert Wilson,GBR,,GOLD,,54.0000,-2.0000
Summer,1908,GBR,1210,Polo,POL,Polo,Polo,,Jack Wodehouse,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1211,Polo,POL,Polo,Polo,,Percy O'Reilly,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1212,Polo,POL,Polo,Polo,,Auston Rotheram,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,163,Polo,POL,Polo,Polo,,Walter Buckmaster,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,161,Polo,POL,Polo,Polo,,Frederick Freake,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1213,Polo,POL,Polo,Polo,,Walter Jones,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1214,Polo,POL,Polo,Polo,,John Lloyd,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1215,Polo,POL,Polo,Polo,,John McCann,GBR,,SILVER,,54.0000,-2.0000
Summer,1908,GBR,1216,Rackets,RAC,"Rackets, Men's Singles","Rackets, Men's",Single,Evan Noel,GBR,,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1217,Rackets,RAC,"Rackets, Men's Singles","Rackets, Men's",Single,Henry Leaf,GBR,,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1218,Rackets,RAC,"Rackets, Men's Singles","Rackets, Men's",Single,John Astor,GBR,,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1219,Rackets,RAC,"Rackets, Men's Singles","Rackets, Men's",Single,Henry Brougham,GBR,,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1218,Rackets,RAC,"Rackets, Men's Doubles","Rackets, Men's",Double,John Astor,GBR,,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1220,Rackets,RAC,"Rackets, Men's Doubles","Rackets, Men's",Double,Vane Pennell,GBR,,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1221,Rackets,RAC,"Rackets, Men's Doubles","Rackets, Men's",Double,Cecil Browning,GBR,,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1222,Rackets,RAC,"Rackets, Men's Doubles","Rackets, Men's",Double,Edmund Bury,GBR,,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1217,Rackets,RAC,"Rackets, Men's Doubles","Rackets, Men's",Double,Henry Leaf,GBR,,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1216,Rackets,RAC,"Rackets, Men's Doubles","Rackets, Men's",Double,Evan Noel,GBR,,BRONZE,Man,54.0000,-2.0000
Summer,1908,GBR,1223,Rowing,ROW,Single Sculls Men,Single Sculls Men,,Harry Blackstaffe,GBR,9:26.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1224,Rowing,ROW,Single Sculls Men,Single Sculls Men,,Alexander McCulloch,GBR,n/a,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1225,Rowing,ROW,Single Sculls Men,Single Sculls Men,,Bernhard von Gaza,DEU,n/a,BRONZE,Man,51.0000,9.0000
Summer,1908,GBR,1226,Rowing,ROW,Single Sculls Men,Single Sculls Men,,Károly Levitzky,HUN,n/a,BRONZE,Man,47.0000,20.0000
Summer,1908,GBR,1227,Rowing,ROW,Coxless Pairs Men,Coxless Pairs Men,,John Fenning,GBR,9:41.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1228,Rowing,ROW,Coxless Pairs Men,Coxless Pairs Men,,Gordon Thomson,GBR,9:41.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1229,Rowing,ROW,Coxless Pairs Men,Coxless Pairs Men,,Philip Verdon,GBR,n/a,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1230,Rowing,ROW,Coxless Pairs Men,Coxless Pairs Men,,George Fairbairn,GBR,n/a,SILVER,Man,54.0000,-2.0000
Summer,1908,GBR,1231,Rowing,ROW,Coxless Pairs Men,Coxless Pairs Men,,Willy Düskow,DEU,n/a,BRONZE,Man,51.0000,9.0000
Summer,1908,GBR,1232,Rowing,ROW,Coxless Pairs Men,Coxless Pairs Men,,Norwey Jackes,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1233,Rowing,ROW,Coxless Pairs Men,Coxless Pairs Men,,F B Toms,CAN,n/a,BRONZE,Man,60.0000,-95.0000
Summer,1908,GBR,1234,Rowing,ROW,Coxless Pairs Men,Coxless Pairs Men,,Martin Stahnke,DEU,n/a,BRONZE,Man,51.0000,9.0000
Summer,1908,GBR,1235,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,John Somers-Smith,GBR,8:34.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1236,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Angus Gillan,GBR,8:34.0,GOLD,Man,54.0000,-2.0000
Summer,1908,GBR,1237,Rowing,ROW,Coxless Fours Men,Coxless Fours Men,,Duncan Mackinnon,GBR,8:34.0,GOLD,Man,54.0000,-2.0000
