Edition,NOC,Medal,Vitorias por medalha
1972,CUB,Bronze,18
1972,CUB,Gold,3
1972,CUB,Silver,1
1972,DEN,Gold,1
1972,ESP,Bronze,1
1972,ETH,Bronze,2
1972,FIN,Bronze,6
1972,FIN,Gold,3
1972,FIN,Silver,1
1972,FRA,Bronze,15
1972,FRA,Gold,2
1972,FRA,Silver,5
1972,FRG,Bronze,36
1972,FRG,Gold,43
1972,FRG,Silver,17
1972,GBR,Bronze,12
1972,GBR,Gold,8
1972,GBR,Silver,9
1972,GDR,Bronze,56
1972,GDR,Gold,30
1972,GDR,Silver,62
1972,GHA,Bronze,1
1972,GRE,Silver,2
1972,HUN,Bronze,25
1972,HUN,Gold,10
1972,HUN,Silver,46
1972,IND,Bronze,14
1972,IRI,Bronze,1
1972,IRI,Silver,2
1972,ITA,Bronze,13
1972,ITA,Gold,9
1972,ITA,Silver,3
1972,JAM,Bronze,1
1972,JPN,Bronze,8
1972,JPN,Gold,29
1972,JPN,Silver,19
1972,KEN,Bronze,4
1972,KEN,Gold,5
1972,KEN,Silver,3
1972,KOR,Silver,1
1972,LIB,Silver,1
1972,MEX,Silver,1
1972,MGL,Silver,1
1972,NED,Bronze,2
1972,NED,Gold,3
1972,NED,Silver,1
1972,NGR,Bronze,1
1972,NIG,Bronze,1
1972,NOR,Bronze,4
1972,NOR,Gold,2
1972,NOR,Silver,2
1972,NZL,Bronze,1
1972,NZL,Gold,9
1972,NZL,Silver,4
1972,PAK,Silver,15
1972,POL,Bronze,11
1972,POL,Gold,27
1972,POL,Silver,8
1972,PRK,Bronze,13
1972,PRK,Gold,1
1972,PRK,Silver,1
1972,ROU,Bronze,27
1972,ROU,Gold,3
1972,ROU,Silver,10
1972,SUI,Silver,8
1972,SWE,Bronze,8
1972,SWE,Gold,4
1972,SWE,Silver,9
1972,TCH,Bronze,6
1972,TCH,Gold,2
1972,TCH,Silver,21
1972,TUN,Silver,1
1972,TUR,Silver,1
1972,UGA,Gold,1
1972,UGA,Silver,1
1972,URS,Bronze,58
1972,URS,Gold,107
1972,URS,Silver,46
1972,USA,Bronze,43
1972,USA,Gold,53
1972,USA,Silver,59
1972,YUG,Bronze,2
1972,YUG,Gold,15
1972,YUG,Silver,1
1976,AUS,Bronze,8
1976,AUS,Silver,16
1976,AUT,Bronze,1
1976,BEL,Bronze,6
1976,BEL,Silver,3
1976,BER,Bronze,1
1976,BRA,Bronze,3
1976,BUL,Bronze,18
1976,BUL,Gold,8
1976,BUL,Silver,13
1976,CAN,Bronze,12
1976,CAN,Silver,8
1976,CUB,Bronze,14
1976,CUB,Gold,6
1976,CUB,Silver,4
1976,DEN,Bronze,5
1976,DEN,Gold,3
1976,ESP,Silver,6
1976,FIN,Gold,4
1976,FIN,Silver,2
1976,FRA,Bronze,8
1976,FRA,Gold,5
1976,FRA,Silver,7
1976,FRG,Bronze,30
1976,FRG,Gold,21
1976,FRG,Silver,24
1976,GBR,Bronze,11
1976,GBR,Gold,6
1976,GBR,Silver,15
1976,GDR,Bronze,42
1976,GDR,Gold,99
1976,GDR,Silver,51
1976,HUN,Bronze,35
1976,HUN,Gold,14
1976,HUN,Silver,6
1976,IRI,Bronze,1
1976,IRI,Silver,1
1976,ITA,Bronze,4
1976,ITA,Gold,2
1976,ITA,Silver,25
1976,JAM,Gold,1
1976,JAM,Silver,1
1976,JPN,Bronze,10
1976,JPN,Gold,25
1976,JPN,Silver,6
1976,KOR,Bronze,15
1976,KOR,Gold,1
1976,KOR,Silver,1
1976,MEX,Bronze,1
1976,MEX,Gold,1
1976,MGL,Silver,1
1976,NED,Bronze,13
1976,NED,Silver,2
1976,NOR,Gold,2
1976,NOR,Silver,4
1976,NZL,Bronze,9
1976,NZL,Gold,17
1976,NZL,Silver,1
1976,PAK,Bronze,16
1976,POL,Bronze,26
1976,POL,Gold,18
1976,POL,Silver,29
1976,POR,Silver,2
1976,PRK,Gold,1
1976,PRK,Silver,1
1976,PUR,Bronze,1
1976,ROU,Bronze,23
1976,ROU,Gold,4
1976,ROU,Silver,28
1976,SUI,Bronze,6
1976,SUI,Gold,1
1976,SUI,Silver,3
1976,SWE,Gold,9
1976,SWE,Silver,1
1976,TCH,Bronze,9
1976,TCH,Gold,2
1976,TCH,Silver,4
1976,THA,Bronze,1
1976,TRI,Gold,1
1976,URS,Bronze,79
1976,URS,Gold,113
1976,URS,Silver,93
1976,USA,Bronze,36
1976,USA,Gold,63
1976,USA,Silver,56
1976,VEN,Silver,1
1976,YUG,Bronze,3
1976,YUG,Gold,2
1976,YUG,Silver,14
1980,AUS,Bronze,5
1980,AUS,Gold,5
1980,AUS,Silver,2
1980,AUT,Bronze,1
1980,AUT,Gold,1
1980,AUT,Silver,3
1980,BEL,Gold,1
1980,BRA,Bronze,5
1980,BRA,Gold,4
1980,BUL,Bronze,40
1980,BUL,Gold,8
1980,BUL,Silver,46
1980,CUB,Bronze,5
1980,CUB,Gold,8
1980,CUB,Silver,7
1980,DEN,Bronze,2
1980,DEN,Gold,4
1980,DEN,Silver,2
1980,ESP,Bronze,3
1980,ESP,Gold,2
1980,ESP,Silver,19
1980,ETH,Bronze,2
1980,ETH,Gold,2
1980,FIN,Bronze,5
1980,FIN,Gold,3
1980,FIN,Silver,1
1980,FRA,Bronze,6
1980,FRA,Gold,18
1980,FRA,Silver,5
1980,GBR,Bronze,22
1980,GBR,Gold,5
1980,GBR,Silver,18
1980,GDR,Bronze,61
1980,GDR,Gold,112
1980,GDR,Silver,87
1980,GRE,Bronze,4
1980,GRE,Gold,1
1980,GUY,Bronze,1
1980,HUN,Bronze,40
1980,HUN,Gold,8
1980,HUN,Silver,13
1980,IND,Gold,16
1980,IRL,Bronze,1
1980,IRL,Silver,2
1980,ITA,Bronze,8
1980,ITA,Gold,8
1980,ITA,Silver,21
1980,JAM,Bronze,3
1980,LIB,Bronze,1
1980,MEX,Bronze,11
1980,MEX,Silver,1
1980,MGL,Bronze,2
1980,MGL,Silver,2
1980,NED,Bronze,5
1980,NED,Silver,1
1980,POL,Bronze,22
1980,POL,Gold,3
1980,POL,Silver,25
1980,PRK,Bronze,2
1980,PRK,Silver,3
1980,ROU,Bronze,50
1980,ROU,Gold,7
1980,ROU,Silver,15
1980,SUI,Gold,2
1980,SWE,Bronze,9
1980,SWE,Gold,3
1980,SWE,Silver,6
1980,TAN,Silver,2
1980,TCH,Bronze,16
1980,TCH,Gold,18
1980,TCH,Silver,18
1980,UGA,Silver,1
1980,URS,Bronze,123
1980,URS,Gold,192
1980,URS,Silver,127
1980,VEN,Silver,1
1980,YUG,Bronze,17
1980,YUG,Gold,13
1980,YUG,Silver,27
1980,ZIM,Gold,16
1984,ALG,Bronze,2
1984,AUS,Bronze,29
1984,AUS,Gold,7
1984,AUS,Silver,14
1984,AUT,Bronze,1
1984,AUT,Gold,1
1984,AUT,Silver,1
1984,BEL,Bronze,2
1984,BEL,Gold,1
1984,BEL,Silver,2
1984,BRA,Bronze,2
1984,BRA,Gold,1
1984,BRA,Silver,34
1984,CAN,Bronze,32
1984,CAN,Gold,19
1984,CAN,Silver,35
1984,CHN,Bronze,37
1984,CHN,Gold,26
1984,CHN,Silver,13
1984,CIV,Silver,1
1984,CMR,Bronze,1
1984,COL,Silver,1
1984,DEN,Bronze,10
1984,DEN,Silver,5
1984,DOM,Bronze,1
1984,EGY,Silver,1
1984,ESP,Bronze,3
1984,ESP,Gold,2
1984,ESP,Silver,14
1984,FIN,Bronze,6
1984,FIN,Gold,4
1984,FIN,Silver,2
1984,FRA,Bronze,31
1984,FRA,Gold,21
1984,FRA,Silver,16
1984,FRG,Bronze,52
1984,FRG,Gold,31
1984,FRG,Silver,74
1984,GBR,Bronze,43
1984,GBR,Gold,9
1984,GBR,Silver,20
1984,GRE,Bronze,1
1984,GRE,Silver,1
1984,IRL,Silver,1
1984,ISL,Bronze,1
1984,ITA,Bronze,28
1984,ITA,Gold,29
1984,ITA,Silver,6
1984,JAM,Bronze,2
1984,JAM,Silver,4
1984,JPN,Bronze,31
1984,JPN,Gold,10
1984,JPN,Silver,8
1984,KEN,Bronze,2
1984,KEN,Gold,1
1984,KOR,Bronze,7
1984,KOR,Gold,6
1984,KOR,Silver,29
1984,MAR,Gold,2
1984,MEX,Bronze,1
1984,MEX,Gold,2
1984,MEX,Silver,3
1984,NED,Bronze,14
1984,NED,Gold,20
1984,NED,Silver,6
1984,NGR,Bronze,4
1984,NGR,Silver,1
1984,NOR,Bronze,3
1984,NOR,Silver,1
1984,NZL,Bronze,6
1984,NZL,Gold,16
1984,NZL,Silver,1
1984,PAK,Gold,16
1984,PER,Silver,1
1984,POR,Bronze,2
1984,POR,Gold,1
1984,PUR,Bronze,1
1984,PUR,Silver,1
1984,ROU,Bronze,35
1984,ROU,Gold,40
1984,ROU,Silver,31
1984,SUI,Bronze,6
1984,SUI,Silver,9
1984,SWE,Bronze,11
1984,SWE,Gold,3
1984,SWE,Silver,18
1984,SYR,Silver,1
1984,THA,Silver,1
1984,TPE,Bronze,1
1984,TUR,Bronze,3
1984,USA,Bronze,50
1984,USA,Gold,168
1984,USA,Silver,115
1984,VEN,Bronze,3
1984,YUG,Bronze,35
1984,YUG,Gold,47
1984,YUG,Silver,5
1984,ZAM,Bronze,1
1988,AHO,Silver,1
1988,ARG,Bronze,12
1988,ARG,Silver,1
1988,AUS,Bronze,10
1988,AUS,Gold,18
1988,AUS,Silver,6
1988,AUT,Gold,1
1988,BEL,Bronze,2
1988,BRA,Bronze,5
1988,BRA,Gold,1
1988,BRA,Silver,22
1988,BUL,Bronze,17
1988,BUL,Gold,10
1988,BUL,Silver,14
1988,CAN,Bronze,12
1988,CAN,Gold,4
1988,CAN,Silver,5
1988,CHI,Silver,1
1988,CHN,Bronze,31
1988,CHN,Gold,6
1988,CHN,Silver,16
1988,COL,Bronze,1
1988,CRC,Silver,1
1988,DEN,Bronze,3
1988,DEN,Gold,3
1988,DEN,Silver,1
1988,DJI,Bronze,1
1988,ESP,Bronze,2
1988,ESP,Gold,1
1988,ESP,Silver,2
1988,FIN,Bronze,2
1988,FIN,Gold,1
1988,FIN,Silver,1
1988,FRA,Bronze,13
1988,FRA,Gold,12
1988,FRA,Silver,4
1988,FRG,Bronze,44
1988,FRG,Gold,32
1988,FRG,Silver,37
1988,GBR,Bronze,15
1988,GBR,Gold,22
1988,GBR,Silver,16
1988,GDR,Bronze,47
1988,GDR,Gold,75
1988,GDR,Silver,52
1988,GRE,Bronze,1
1988,HUN,Bronze,15
1988,HUN,Gold,20
1988,HUN,Silver,9
1988,INA,Silver,3
1988,IRI,Silver,1
1988,ISV,Silver,1
1988,ITA,Bronze,8
1988,ITA,Gold,11
1988,ITA,Silver,10
1988,JAM,Silver,5
1988,JPN,Bronze,13
1988,JPN,Gold,4
1988,JPN,Silver,3
1988,KEN,Bronze,2
1988,KEN,Gold,5
1988,KEN,Silver,2
1988,KOR,Bronze,12
1988,KOR,Gold,28
1988,KOR,Silver,37
1988,MAR,Bronze,2
1988,MAR,Gold,1
1988,MEX,Bronze,2
1988,MGL,Bronze,1
1988,NED,Bronze,36
1988,NED,Gold,3
1988,NED,Silver,5
1988,NOR,Gold,2
1988,NOR,Silver,21
1988,NZL,Bronze,16
1988,NZL,Gold,4
1988,NZL,Silver,4
1988,PAK,Bronze,1
1988,PER,Silver,12
1988,PHI,Bronze,1
1988,POL,Bronze,10
1988,POL,Gold,2
1988,POL,Silver,9
1988,POR,Gold,1
1988,ROU,Bronze,13
1988,ROU,Gold,8
1988,ROU,Silver,30
1988,SEN,Silver,1
1988,SUI,Bronze,2
1988,SUI,Silver,6
1988,SUR,Gold,1
1988,SWE,Bronze,11
1988,SWE,Silver,5
1988,TCH,Bronze,3
1988,TCH,Gold,3
1988,TCH,Silver,4
1988,THA,Bronze,1
1988,TUR,Gold,1
1988,TUR,Silver,1
1988,URS,Bronze,95
1988,URS,Gold,134
1988,URS,Silver,65
1988,USA,Bronze,52
1988,USA,Gold,77
1988,USA,Silver,64
1988,YUG,Bronze,21
1988,YUG,Gold,15
1988,YUG,Silver,27
1992,ALG,Bronze,1
1992,ALG,Gold,1
1992,ARG,Bronze,2
1992,AUS,Bronze,16
1992,AUS,Gold,14
1992,AUS,Silver,27
1992,AUT,Silver,6
1992,BAH,Bronze,1
1992,BEL,Bronze,2
1992,BEL,Silver,1
1992,BRA,Gold,13
1992,BRA,Silver,1
1992,BUL,Bronze,7
1992,BUL,Gold,3
1992,BUL,Silver,7
1992,CAN,Bronze,12
1992,CAN,Gold,27
1992,CAN,Silver,5
1992,CHN,Bronze,19
1992,CHN,Gold,18
1992,CHN,Silver,46
1992,COL,Bronze,1
1992,CRO,Bronze,3
1992,CRO,Silver,12
1992,CUB,Bronze,14
1992,CUB,Gold,44
1992,CUB,Silver,13
1992,DEN,Bronze,9
1992,DEN,Gold,3
1992,DEN,Silver,2
1992,ESP,Bronze,2
1992,ESP,Gold,44
1992,ESP,Silver,20
1992,EST,Bronze,2
1992,EST,Gold,1
1992,ETH,Bronze,2
1992,ETH,Gold,1
1992,EUN,Bronze,66
1992,EUN,Gold,92
1992,EUN,Silver,65
1992,FIN,Bronze,2
1992,FIN,Gold,1
1992,FIN,Silver,4
1992,FRA,Bronze,43
1992,FRA,Gold,9
1992,FRA,Silver,5
1992,GBR,Bronze,39
1992,GBR,Gold,8
1992,GBR,Silver,3
1992,GER,Bronze,60
1992,GER,Gold,81
1992,GER,Silver,57
1992,GHA,Bronze,13
1992,GRE,Gold,2
1992,HUN,Bronze,8
1992,HUN,Gold,14
1992,HUN,Silver,23
1992,INA,Bronze,1
1992,INA,Gold,2
1992,INA,Silver,3
1992,IOP,Bronze,2
1992,IOP,Silver,1
1992,IRI,Bronze,2
1992,IRI,Silver,1
1992,IRL,Gold,1
1992,IRL,Silver,1
1992,ISR,Bronze,1
1992,ISR,Silver,1
1992,ITA,Bronze,14
1992,ITA,Gold,22
1992,ITA,Silver,10
1992,JAM,Bronze,1
1992,JAM,Silver,3
1992,JPN,Bronze,36
1992,JPN,Gold,3
1992,JPN,Silver,8
1992,KEN,Bronze,2
1992,KEN,Gold,2
1992,KEN,Silver,4
1992,KOR,Bronze,16
1992,KOR,Gold,28
1992,KOR,Silver,5
1992,LAT,Bronze,1
1992,LAT,Silver,2
1992,LTU,Bronze,12
1992,LTU,Gold,1
1992,MAR,Bronze,1
1992,MAR,Gold,1
1992,MAR,Silver,1
1992,MAS,Bronze,2
1992,MEX,Silver,1
1992,MGL,Bronze,2
1992,NAM,Silver,2
1992,NED,Bronze,8
1992,NED,Gold,5
1992,NED,Silver,20
1992,NGR,Bronze,4
1992,NGR,Silver,7
1992,NOR,Bronze,1
1992,NOR,Gold,2
1992,NOR,Silver,20
1992,NZL,Bronze,5
1992,NZL,Gold,1
1992,NZL,Silver,9
1992,PAK,Bronze,16
1992,PER,Silver,1
1992,PHI,Bronze,1
1992,POL,Bronze,19
1992,POL,Gold,5
1992,POL,Silver,18
1992,PRK,Bronze,6
1992,PRK,Gold,4
1992,PUR,Bronze,1
1992,QAT,Bronze,1
1992,ROU,Bronze,14
1992,ROU,Gold,8
1992,ROU,Silver,31
1992,RSA,Silver,3
1992,SLO,Bronze,6
1992,SUI,Gold,1
1992,SUR,Bronze,1
1992,SWE,Bronze,7
1992,SWE,Gold,1
1992,SWE,Silver,27
1992,TCH,Bronze,1
1992,TCH,Gold,4
1992,TCH,Silver,3
1992,THA,Bronze,1
1992,TPE,Silver,20
1992,TUR,Bronze,2
1992,TUR,Gold,2
1992,TUR,Silver,2
1992,USA,Bronze,85
1992,USA,Gold,89
1992,USA,Silver,50
1996,ALG,Bronze,1
1996,ALG,Gold,2
1996,ARG,Bronze,1
1996,ARG,Silver,19
1996,ARM,Gold,1
1996,ARM,Silver,1
1996,AUS,Bronze,84
1996,AUS,Gold,32
1996,AUS,Silver,16
1996,AUT,Bronze,2
1996,AUT,Silver,1
1996,AZE,Silver,1
1996,BAH,Silver,5
1996,BDI,Gold,1
1996,BEL,Bronze,2
1996,BEL,Gold,2
1996,BEL,Silver,2
1996,BLR,Bronze,16
1996,BLR,Gold,1
1996,BLR,Silver,6
1996,BRA,Bronze,44
1996,BRA,Gold,5
1996,BRA,Silver,15
1996,BUL,Bronze,6
1996,BUL,Gold,3
1996,BUL,Silver,12
1996,CAN,Bronze,12
1996,CAN,Gold,8
1996,CAN,Silver,31
1996,CHN,Bronze,17
1996,CHN,Gold,19
1996,CHN,Silver,74
1996,CRC,Gold,1
1996,CRO,Gold,16
1996,CRO,Silver,13
1996,CUB,Bronze,10
1996,CUB,Gold,39
1996,CUB,Silver,8
1996,CZE,Bronze,4
1996,CZE,Gold,4
1996,CZE,Silver,5
1996,DEN,Bronze,1
1996,DEN,Gold,22
1996,DEN,Silver,1
1996,ECU,Gold,1
1996,ESP,Bronze,22
1996,ESP,Gold,24
1996,ESP,Silver,21
1996,ETH,Bronze,1
1996,ETH,Gold,2
1996,FIN,Bronze,1
1996,FIN,Gold,1
1996,FIN,Silver,2
1996,FRA,Bronze,20
1996,FRA,Gold,21
1996,FRA,Silver,10
1996,GBR,Bronze,9
1996,GBR,Gold,2
1996,GBR,Silver,15
1996,GEO,Bronze,2
1996,GER,Bronze,47
1996,GER,Gold,42
1996,GER,Silver,35
1996,GRE,Gold,4
1996,GRE,Silver,4
1996,HKG,Gold,1
1996,HUN,Bronze,26
1996,HUN,Gold,8
1996,HUN,Silver,9
1996,INA,Bronze,3
1996,INA,Gold,2
1996,INA,Silver,1
1996,IND,Bronze,1
1996,IRI,Bronze,1
1996,IRI,Gold,1
1996,IRI,Silver,1
1996,IRL,Bronze,1
1996,IRL,Gold,3
1996,ISR,Bronze,1
1996,ITA,Bronze,28
1996,ITA,Gold,19
1996,ITA,Silver,24
1996,JAM,Bronze,12
1996,JAM,Gold,1
1996,JAM,Silver,3
1996,JPN,Bronze,14
1996,JPN,Gold,3
1996,JPN,Silver,26
1996,KAZ,Bronze,4
1996,KAZ,Gold,3
1996,KAZ,Silver,4
1996,KEN,Bronze,3
1996,KEN,Gold,1
1996,KEN,Silver,4
1996,KOR,Bronze,7
1996,KOR,Gold,10
1996,KOR,Silver,49
1996,LAT,Silver,1
1996,LTU,Bronze,12
1996,MAR,Bronze,2
1996,MAS,Bronze,1
1996,MAS,Silver,2
1996,MDA,Bronze,1
1996,MDA,Silver,2
1996,MEX,Bronze,1
1996,MGL,Bronze,1
1996,MOZ,Bronze,1
1996,NAM,Silver,2
1996,NED,Bronze,26
1996,NED,Gold,38
1996,NED,Silver,9
1996,NGR,Bronze,3
1996,NGR,Gold,19
1996,NGR,Silver,4
1996,NOR,Bronze,20
1996,NOR,Gold,2
1996,NOR,Silver,3
1996,NZL,Bronze,4
1996,NZL,Gold,3
1996,NZL,Silver,2
1996,PHI,Silver,1
1996,POL,Bronze,7
1996,POL,Gold,7
1996,POL,Silver,7
1996,POR,Bronze,2
1996,POR,Gold,1
1996,PRK,Bronze,2
1996,PRK,Gold,2
1996,PRK,Silver,1
1996,PUR,Bronze,1
1996,ROU,Bronze,15
1996,ROU,Gold,13
1996,ROU,Silver,10
1996,RSA,Bronze,1
1996,RSA,Gold,3
1996,RSA,Silver,1
1996,RUS,Bronze,34
1996,RUS,Gold,36
1996,RUS,Silver,45
1996,SLO,Silver,2
1996,SUI,Gold,5
1996,SUI,Silver,6
1996,SVK,Bronze,1
1996,SVK,Gold,1
1996,SVK,Silver,1
1996,SWE,Bronze,5
1996,SWE,Gold,3
1996,SWE,Silver,23
1996,SYR,Gold,1
1996,TGA,Silver,1
1996,THA,Bronze,1
1996,THA,Gold,1
1996,TPE,Silver,1
1996,TRI,Bronze,2
1996,TUN,Bronze,1
1996,TUR,Bronze,1
1996,TUR,Gold,4
1996,TUR,Silver,1
1996,UGA,Bronze,1
1996,UKR,Bronze,19
1996,UKR,Gold,10
1996,UKR,Silver,5
1996,USA,Bronze,52
1996,USA,Gold,160
1996,USA,Silver,48
1996,UZB,Bronze,1
1996,UZB,Silver,1
1996,YUG,Bronze,13
1996,YUG,Gold,1
1996,YUG,Silver,12
1996,ZAM,Silver,1
2000,ALG,Bronze,3
2000,ALG,Gold,1
2000,ALG,Silver,1
2000,ARG,Bronze,3
2000,ARG,Silver,17
2000,ARM,Bronze,1
2000,AUS,Bronze,54
2000,AUS,Gold,60
2000,AUS,Silver,69
2000,AUT,Gold,3
2000,AUT,Silver,1
2000,AZE,Bronze,1
2000,AZE,Gold,2
2000,BAH,Gold,6
2000,BAR,Bronze,1
2000,BEL,Bronze,4
2000,BEL,Silver,3
2000,BLR,Bronze,11
2000,BLR,Gold,3
2000,BLR,Silver,8
2000,BRA,Bronze,36
2000,BRA,Silver,12
2000,BUL,Bronze,2
2000,BUL,Gold,5
2000,BUL,Silver,6
2000,CAN,Bronze,23
2000,CAN,Gold,4
2000,CAN,Silver,4
2000,CHI,Bronze,18
2000,CHN,Bronze,17
2000,CHN,Gold,39
2000,CHN,Silver,23
2000,CMR,Gold,18
2000,COL,Gold,1
2000,CRC,Bronze,2
2000,CRO,Bronze,9
2000,CRO,Gold,1
2000,CUB,Bronze,12
2000,CUB,Gold,22
2000,CUB,Silver,35
2000,CZE,Bronze,4
2000,CZE,Gold,2
2000,CZE,Silver,3
2000,DEN,Bronze,4
2000,DEN,Gold,18
2000,DEN,Silver,3
2000,ESP,Bronze,20
2000,ESP,Gold,3
2000,ESP,Silver,20
2000,EST,Bronze,2
2000,EST,Gold,1
2000,ETH,Bronze,3
2000,ETH,Gold,4
2000,ETH,Silver,1
2000,FIN,Bronze,1
2000,FIN,Gold,3
2000,FIN,Silver,1
2000,FRA,Bronze,14
2000,FRA,Gold,22
2000,FRA,Silver,30
2000,GBR,Bronze,13
2000,GBR,Gold,22
2000,GBR,Silver,20
2000,GEO,Bronze,6
2000,GER,Bronze,65
2000,GER,Gold,31
2000,GER,Silver,23
2000,GRE,Bronze,8
2000,GRE,Gold,4
2000,GRE,Silver,6
2000,HUN,Bronze,4
2000,HUN,Gold,25
2000,HUN,Silver,24
2000,INA,Bronze,2
2000,INA,Gold,2
2000,INA,Silver,4
2000,IND,Bronze,1
2000,IRI,Bronze,1
2000,IRI,Gold,3
2000,IRL,Silver,1
2000,ISL,Bronze,1
2000,ISR,Bronze,1
2000,ITA,Bronze,29
2000,ITA,Gold,22
2000,ITA,Silver,14
2000,JAM,Bronze,9
2000,JAM,Silver,14
2000,JPN,Bronze,8
2000,JPN,Gold,5
2000,JPN,Silver,30
2000,KAZ,Gold,3
2000,KAZ,Silver,4
2000,KEN,Bronze,2
2000,KEN,Gold,2
2000,KEN,Silver,3
2000,KGZ,Bronze,1
2000,KOR,Bronze,35
2000,KOR,Gold,12
2000,KOR,Silver,26
2000,KSA,Bronze,1
2000,KSA,Silver,1
2000,KUW,Bronze,1
2000,LAT,Bronze,1
2000,LAT,Gold,1
2000,LAT,Silver,1
2000,LTU,Bronze,15
2000,LTU,Gold,2
2000,MAR,Bronze,4
2000,MAR,Silver,1
2000,MDA,Bronze,1
2000,MDA,Silver,1
2000,MEX,Bronze,3
2000,MEX,Gold,1
2000,MEX,Silver,2
2000,MKD,Bronze,1
2000,MOZ,Gold,1
2000,NED,Bronze,23
2000,NED,Gold,27
2000,NED,Silver,29
2000,NGR,Silver,8
2000,NOR,Bronze,19
2000,NOR,Gold,21
2000,NOR,Silver,4
2000,NZL,Bronze,3
2000,NZL,Gold,1
2000,POL,Bronze,7
2000,POL,Gold,7
2000,POL,Silver,10
2000,POR,Bronze,2
2000,PRK,Bronze,3
2000,PRK,Silver,1
2000,QAT,Bronze,1
2000,ROU,Bronze,13
2000,ROU,Gold,27
2000,ROU,Silver,6
2000,RSA,Bronze,3
2000,RSA,Silver,2
2000,RUS,Bronze,54
2000,RUS,Gold,66
2000,RUS,Silver,68
2000,SLO,Gold,3
2000,SRI,Silver,1
2000,SUI,Bronze,2
2000,SUI,Gold,1
2000,SUI,Silver,11
2000,SVK,Bronze,1
2000,SVK,Gold,2
2000,SVK,Silver,3
2000,SWE,Bronze,8
2000,SWE,Gold,4
2000,SWE,Silver,20
2000,THA,Bronze,2
2000,THA,Gold,1
2000,TPE,Bronze,4
2000,TPE,Silver,1
2000,TRI,Bronze,1
2000,TRI,Silver,1
2000,TUR,Bronze,2
2000,TUR,Gold,3
2000,UKR,Bronze,12
2000,UKR,Gold,3
2000,UKR,Silver,20
2000,URU,Silver,1
2000,USA,Bronze,52
2000,USA,Gold,130
2000,USA,Silver,66
2000,UZB,Bronze,2
2000,UZB,Gold,1
2000,UZB,Silver,1
2000,VIE,Silver,1
2000,YUG,Bronze,13
2000,YUG,Gold,12
2000,YUG,Silver,1
2004,ARG,Bronze,21
2004,ARG,Gold,26
2004,AUS,Bronze,30
2004,AUS,Gold,49
2004,AUS,Silver,78
2004,AUT,Bronze,1
2004,AUT,Gold,3
2004,AUT,Silver,4
2004,AZE,Bronze,4
2004,AZE,Gold,1
2004,BAH,Bronze,1
2004,BAH,Gold,1
2004,BEL,Bronze,2
2004,BEL,Gold,1
2004,BLR,Bronze,9
2004,BLR,Gold,2
2004,BLR,Silver,6
2004,BRA,Bronze,3
2004,BRA,Gold,18
2004,BRA,Silver,19
2004,BUL,Bronze,14
2004,BUL,Gold,2
2004,BUL,Silver,1
2004,CAN,Bronze,4
2004,CAN,Gold,3
2004,CAN,Silver,10
2004,CHI,Bronze,1
2004,CHI,Gold,3
2004,CHN,Bronze,15
2004,CHN,Gold,52
2004,CHN,Silver,27
2004,CMR,Gold,1
2004,COL,Bronze,2
2004,CRO,Bronze,3
2004,CRO,Gold,14
2004,CRO,Silver,3
2004,CUB,Bronze,22
2004,CUB,Gold,31
2004,CUB,Silver,8
2004,CZE,Bronze,5
2004,CZE,Gold,1
2004,CZE,Silver,6
2004,DEN,Bronze,10
2004,DEN,Gold,19
2004,DOM,Gold,1
2004,EGY,Bronze,3
2004,EGY,Gold,1
2004,EGY,Silver,1
2004,ERI,Bronze,1
2004,ESP,Bronze,8
2004,ESP,Gold,4
2004,ESP,Silver,15
2004,EST,Bronze,2
2004,EST,Silver,1
2004,ETH,Bronze,2
2004,ETH,Gold,2
2004,ETH,Silver,3
2004,FIN,Silver,2
2004,FRA,Bronze,22
2004,FRA,Gold,21
2004,FRA,Silver,10
2004,GBR,Bronze,15
2004,GBR,Gold,17
2004,GBR,Silver,25
2004,GEO,Gold,2
2004,GEO,Silver,2
2004,GER,Bronze,63
2004,GER,Gold,41
2004,GER,Silver,45
2004,GRE,Bronze,5
2004,GRE,Gold,8
2004,GRE,Silver,18
2004,HKG,Silver,2
2004,HUN,Bronze,4
2004,HUN,Gold,24
2004,HUN,Silver,12
2004,INA,Bronze,3
2004,INA,Gold,1
2004,INA,Silver,1
2004,IND,Silver,1
2004,IRI,Bronze,2
2004,IRI,Gold,2
2004,IRI,Silver,2
2004,ISR,Bronze,1
2004,ISR,Gold,1
2004,ITA,Bronze,39
2004,ITA,Gold,24
2004,ITA,Silver,39
2004,JAM,Bronze,6
2004,JAM,Gold,6
2004,JAM,Silver,1
2004,JPN,Bronze,53
2004,JPN,Gold,21
2004,JPN,Silver,20
2004,KAZ,Bronze,3
2004,KAZ,Gold,1
2004,KAZ,Silver,4
2004,KEN,Bronze,2
2004,KEN,Gold,1
2004,KEN,Silver,4
2004,KOR,Bronze,10
2004,KOR,Gold,14
2004,KOR,Silver,28
2004,LAT,Silver,4
2004,LTU,Gold,1
2004,LTU,Silver,2
2004,MAR,Gold,2
2004,MAR,Silver,1
2004,MEX,Bronze,1
2004,MEX,Silver,3
2004,MGL,Bronze,1
2004,NED,Bronze,22
2004,NED,Gold,4
2004,NED,Silver,50
2004,NGR,Bronze,8
2004,NOR,Bronze,2
2004,NOR,Gold,5
